"","Gene","Product"
"6194","CNAG_06276","hypothetical protein"
"6195","CNAG_06277","ribosomal RNA-processing protein 12"
"6196","CNAG_06278","hypothetical protein"
"6197","CNAG_06279","transportin-3"
"6198","CNAG_06280","nuclear protein"
"6199","CNAG_06281","hypothetical protein"
"6200","CNAG_06282","WD-repeat protein 48"
"6201","CNAG_06283","nucleolar protein"
"6202","CNAG_06284","hypothetical protein"
"6203","CNAG_06285","hypothetical protein"
"6204","CNAG_06286","hypothetical protein"
"6205","CNAG_06287","glutathione peroxidase"
"6206","CNAG_06288","RNA binding protein"
"6207","CNAG_06289","hypothetical protein"
"6208","CNAG_06290","high-affinity glucose transporter SNF3"
"6209","CNAG_06290","high-affinity glucose transporter SNF3, variant"
"6210","CNAG_06291","deacetylase"
"6211","CNAG_06292","sugar transporter"
"6212","CNAG_06292","sugar transporter, variant 1"
"6213","CNAG_06292","sugar transporter, variant 2"
"6214","CNAG_06293","hypothetical protein"
"6215","CNAG_06294","hypothetical protein"
"6216","CNAG_06295","cytoplasmic protein, variant"
"6217","CNAG_06295","cytoplasmic protein"
"6218","CNAG_06296","hypothetical protein"
"6219","CNAG_06296","hypothetical protein, variant"
"6220","CNAG_06297","hypothetical protein"
"6221","CNAG_06298","hypothetical protein"
"6222","CNAG_06299","hypothetical protein"
"6223","CNAG_06300","glutamate-cysteine ligase catalytic subunit"
"6224","CNAG_06300","glutamate-cysteine ligase catalytic subunit, variant"
"6225","CNAG_06301","AGC/Akt protein kinase"
"6226","CNAG_06302","hypothetical protein, variant"
"6227","CNAG_06302","hypothetical protein"
"6228","CNAG_06307",NA
"6229","CNAG_06308","WD-repeat protein"
"6230","CNAG_06309","hypothetical protein"
"6231","CNAG_06310","CAMK/CAMKL protein kinase"
"6232","CNAG_06310","CAMK/CAMKL protein kinase, variant 1"
"6233","CNAG_06310","CAMK/CAMKL protein kinase, variant 2"
"6234","CNAG_06311","cytoplasmic protein, variant"
"6235","CNAG_06312","hypothetical protein"
"6236","CNAG_06313","phosphoglucomutase, variant"
"6237","CNAG_06313","phosphoglucomutase"
"6238","CNAG_06314","phosphoribosylamine-glycine ligase"
"6239","CNAG_06315","protein CWC15"
"6240","CNAG_06316","glycine cleavage system H protein"
"6241","CNAG_06317","hypothetical protein"
"6242","CNAG_06318","ribosome biogenesis protein YTM1"
"6243","CNAG_06319","hypothetical protein"
"6244","CNAG_06320","hypothetical protein"
"6245","CNAG_06321","hypothetical protein"
"6246","CNAG_06321","hypothetical protein, variant"
"6247","CNAG_06322","hypothetical protein"
"6248","CNAG_06323","L-fucose permease"
"6249","CNAG_06324","zinc finger protein"
"6250","CNAG_06325","GTPase activator"
"6251","CNAG_06326","solute carrier family 40 (iron-regulated transporter), member 1"
"6252","CNAG_06327","DNA-binding protein creA, variant"
"6253","CNAG_06327","DNA-binding protein creA"
"6254","CNAG_06328","hypothetical protein"
"6255","CNAG_06329","high-affinity nicotinic acid transporter"
"6256","CNAG_06330","hypothetical protein"
"6257","CNAG_06331","hypothetical protein"
"6258","CNAG_06332","hypothetical protein"
"6259","CNAG_06333","replication factor C subunit 3/5"
"6260","CNAG_06333","replication factor C subunit 3/5, variant"
"6261","CNAG_06334","hypothetical protein"
"6262","CNAG_06335","centromeric protein E"
"6263","CNAG_06336","glucan 1,3-beta-glucosidase"
"6264","CNAG_06337","hypothetical protein"
"6265","CNAG_06338","ABC transporter PMR5"
"6266","CNAG_06339","hypothetical protein"
"6267","CNAG_06340","pre-rRNA-processing protein TSR4"
"6268","CNAG_06341","hypothetical protein"
"6269","CNAG_06342","SUMO activating enzyme"
"6270","CNAG_06343","hypothetical protein, variant"
"6271","CNAG_06343","hypothetical protein"
"6272","CNAG_06344","hypothetical protein"
"6273","CNAG_06345","mitochondrial distribution and morphology protein 10"
"6274","CNAG_06346","hypothetical protein"
"6275","CNAG_06347","hypothetical protein"
"6276","CNAG_06348","ABC transporter PMR5"
"6277","CNAG_06349","hypothetical protein"
"6278","CNAG_06350","hypothetical protein"
"6279","CNAG_06351","protein transporter SEC61 subunit beta"
"6280","CNAG_06352","hypothetical protein"
"6281","CNAG_06352","hypothetical protein, variant"
"6282","CNAG_06353","tRNA pseudouridine(38-40) synthase"
"6283","CNAG_06354","hypothetical protein, variant"
"6284","CNAG_06354","hypothetical protein"
"6285","CNAG_06355","hypothetical protein"
"6286","CNAG_06356","mitochondrial protein"
"6287","CNAG_06357","hypothetical protein, variant"
"6288","CNAG_06357","hypothetical protein"
"6289","CNAG_06358","hypothetical protein"
"6290","CNAG_06359","scavenger mRNA-decapping enzyme DcpS"
"6291","CNAG_06360","alcohol dehydrogenase"
"6292","CNAG_06361","26S proteasome regulatory subunit N6"
"6293","CNAG_06362","hypothetical protein"
"6294","CNAG_06363","nucleolar protein"
"6295","CNAG_06364","hypothetical protein"
"6296","CNAG_06365","derlin-2/3"
"6297","CNAG_06367","U3 small nucleolar RNA-associated protein 3"
"6298","CNAG_06368","hypothetical protein"
"6299","CNAG_06369","geranylgeranyl transferase type-2 subunit alpha"
"6300","CNAG_06370","branched-chain amino acid aminotransferase"
"6301","CNAG_06371","guanine deaminase"
"6302","CNAG_06372","hypothetical protein"
"6303","CNAG_06373","mitotic spindle assembly checkpoint protein MAD2B"
"6304","CNAG_06374","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP)"
"6305","CNAG_06375","hypothetical protein"
"6306","CNAG_06376","vacuolar membrane protein"
"6307","CNAG_06377","solute carrier family 25 (mitochondrial phosphate transporter), member 3"
"6308","CNAG_06378","hypothetical protein"
"6309","CNAG_06379","N-acetyltransferase 10"
"6310","CNAG_06380","transcription initiation factor TFIIA large subunit"
"6311","CNAG_06381","hypothetical protein"
"6312","CNAG_06382","beta-transducin repeat containing protein"
"6313","CNAG_06383","cytoplasmic protein"
"6314","CNAG_06384","DNA repair protein RAD50"
"6315","CNAG_06385","GAF domain-containing protein, variant"
"6316","CNAG_06385","GAF domain-containing protein"
"6317","CNAG_06386","hypothetical protein"
"6318","CNAG_06387","Cullin 1"
"6319","CNAG_06388","hypothetical protein"
"6320","CNAG_06389","hypothetical protein"
"6321","CNAG_06390","hypothetical protein"
"6322","CNAG_06391","hypothetical protein"
"6323","CNAG_06392","SAGA-associated factor 29"
"6324","CNAG_06393","transcription initiation factor TFIIH subunit 4"
"6325","CNAG_06394","hypothetical protein"
"6326","CNAG_06395","hypothetical protein"
"6327","CNAG_06395","hypothetical protein, variant"
"6328","CNAG_06396","hypothetical protein"
"6329","CNAG_06399","SH3 domain-containing protein"
"6330","CNAG_06400","plasma-membrane proton-efflux P-type ATPase"
"6331","CNAG_06401","hypothetical protein"
"6332","CNAG_06401","hypothetical protein, variant 2"
"6333","CNAG_06401","hypothetical protein, variant 1"
"6334","CNAG_06402","26S proteasome complex subunit DSS1"
"6335","CNAG_06403","hypothetical protein"
"6336","CNAG_06404","hypothetical protein"
"6337","CNAG_06405","hypothetical protein"
"6338","CNAG_06406","hypothetical protein"
"6339","CNAG_06406","hypothetical protein, variant"
"6340","CNAG_06407","cytochrome c oxidase subunit 7c"
"6341","CNAG_06408","sister chromatid cohesion protein DCC1"
"6342","CNAG_06409","hypothetical protein"
"6343","CNAG_06410","ATP-dependent Clp endopeptidase, proteolytic subunit ClpP"
"6344","CNAG_06411","mutanase"
"6345","CNAG_06412","rRNA-processing protein EFG1"
"6346","CNAG_06413","hypothetical protein"
"6347","CNAG_06414","cytochrome c oxidase-assembly factor COX23, mitochondrial"
"6348","CNAG_06415","Cu2 -exporting ATPase"
"6349","CNAG_06416","dipeptidyl aminopeptidase"
"6350","CNAG_06417","AP-2 complex subunit sigma"
"6351","CNAG_06418","PP2Cc protein phosphatase"
"6352","CNAG_06419","hypothetical protein"
"6353","CNAG_06420","solute carrier family 25 (mitochondrial citrate transporter), member 1"
"6354","CNAG_06421","acetolactate synthase, small subunit"
"6355","CNAG_06422","hypothetical protein"
"6356","CNAG_06423","hypothetical protein"
"6357","CNAG_06424","claudin family protein"
"6358","CNAG_06425","fungal specific transcription factor"
"6359","CNAG_06426","U6 snRNA-associated Sm-like protein LSm6"
"6360","CNAG_06427","hypothetical protein"
"6361","CNAG_06428","ubiquitin thioesterase OTU1"
"6362","CNAG_06431","acyl-CoA oxidase"
"6363","CNAG_06432","acetate kinase"
"6364","CNAG_06433","AMP-binding protein"
"6365","CNAG_06434","regulatory subunit for Cdc7 protein kinase"
"6366","CNAG_06435","hypothetical protein"
"6367","CNAG_06436","hypothetical protein"
"6368","CNAG_06437","hypothetical protein"
"6369","CNAG_06438","hypothetical protein"
"6370","CNAG_06439","D-arabinono-1,4-lactone oxidase"
"6371","CNAG_06440","DNA dependent ATPase"
"6372","CNAG_06441","isoleucine-tRNA ligase"
"6373","CNAG_06443","glucose-regulated protein"
"6374","CNAG_06444","signal peptidase"
"6375","CNAG_06445","CMGC/CDK/CDK7 protein kinase"
"6376","CNAG_06446","mitochondrial splicing suppressor"
"6377","CNAG_06447","large subunit ribosomal protein L22"
"6378","CNAG_06448","cystathionine gamma-lyase"
"6379","CNAG_06449","hypothetical protein"
"6380","CNAG_06449","hypothetical protein, variant 1"
"6381","CNAG_06449","hypothetical protein, variant 2"
"6382","CNAG_06450","hypothetical protein, variant"
"6383","CNAG_06450","hypothetical protein"
"6384","CNAG_06451","hypothetical protein"
"6385","CNAG_06451","hypothetical protein, variant"
"6386","CNAG_06452","integral membrane protein, variant"
"6387","CNAG_06452","integral membrane protein"
"6388","CNAG_06453","benzodiazapine receptor"
"6389","CNAG_06454","Atypical/RIO/RIO1 protein kinase"
"6390","CNAG_06455","hypothetical protein"
"6391","CNAG_06456","hypothetical protein"
"6392","CNAG_06459","vacuolar membrane protein"
"6393","CNAG_06460","hypothetical protein"
"6394","CNAG_06463","hypothetical protein, variant"
"6395","CNAG_06463","hypothetical protein"
"6396","CNAG_06464","hypothetical protein"
"6397","CNAG_06465","transcription regulator"
"6398","CNAG_06466","jumonji domain containing 5"
"6399","CNAG_06467","hypothetical protein"
"6400","CNAG_06468","nucleolar GTP-binding protein"
"6401","CNAG_06469","phospholipid-translocating ATPase"
"6402","CNAG_06470","hypothetical protein"
"6403","CNAG_06471","small subunit ribosomal protein S12"
"6404","CNAG_06472","nucleolar protein 4"
"6405","CNAG_06473","hypothetical protein"
"6406","CNAG_06474","RNA-binding protein Musashi"
"6407","CNAG_06475","hypothetical protein"
"6408","CNAG_06482","amidase"
"6409","CNAG_06483","hypothetical protein"
"6410","CNAG_06484","hypothetical protein"
"6411","CNAG_06485","hexose transporter protein"
"6412","CNAG_06486","hypothetical protein"
"6413","CNAG_06487","chitin synthase"
"6414","CNAG_06489","adenosine kinase"
"6415","CNAG_06490","CAMK/CAMKL protein kinase"
"6416","CNAG_06491","hypothetical protein"
"6417","CNAG_06492","cytoplasmic protein"
"6418","CNAG_06493","hypothetical protein"
"6419","CNAG_06494","cold-induced thioredoxin domain-containing protein"
"6420","CNAG_06495","RNA exonuclease 1"
"6421","CNAG_06497","microsomal epoxide hydrolase"
"6422","CNAG_06498","hypothetical protein"
"6423","CNAG_06499","hypothetical protein"
"6424","CNAG_06500","arginine metabolism transcriptional control protein"
"6425","CNAG_06501","1,3-beta-glucanosyltransferase"
"6426","CNAG_06502","solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29"
"6427","CNAG_06503","uridine permease"
"6428","CNAG_06504","hypothetical protein"
"6429","CNAG_06505","hypothetical protein"
"6430","CNAG_06506","hypothetical protein"
"6431","CNAG_06507","hypothetical protein"
"6432","CNAG_06508","1,3-beta-glucan synthase component FKS1"
"6433","CNAG_06509","hypothetical protein"
"6434","CNAG_06510","anaphase-promoting complex subunit 2"
"6435","CNAG_06511","hypothetical protein"
"6436","CNAG_06512","pirin"
"6437","CNAG_06515","hypothetical protein"
"6438","CNAG_06516","hypothetical protein"
"6439","CNAG_06517","cytoplasmic protein"
"6440","CNAG_06519","autophagy protein 5"
"6441","CNAG_06520","hypothetical protein"
"6442","CNAG_06521","hypothetical protein"
"6443","CNAG_06523","hypothetical protein"
"6444","CNAG_06524","hypothetical protein, variant"
"6445","CNAG_06524","hypothetical protein"
"6446","CNAG_06525","nuclear protein"
"6447","CNAG_06526","hypothetical protein, variant"
"6448","CNAG_06526","hypothetical protein"
"6449","CNAG_06527","MFS transporter, SP family, general alpha glucoside:H symporter, variant 1"
"6450","CNAG_06527","MFS transporter, SP family, general alpha glucoside:H symporter"
"6451","CNAG_06527","MFS transporter, SP family, general alpha glucoside:H symporter, variant 2"
"6452","CNAG_06529","hypothetical protein"
"6453","CNAG_06530","hypothetical protein"
"6454","CNAG_06531","hypothetical protein"
"6455","CNAG_06531","hypothetical protein, variant"
"6456","CNAG_06532","hypothetical protein"
"6457","CNAG_06533","ATP-dependent permease"
"6458","CNAG_06534","hydroxymethylglutaryl-CoA reductase (NADPH)"
"6459","CNAG_06535","ribosome biogenesis protein UTP30"
"6460","CNAG_06536","monocarboxylic acid transporter"
"6461","CNAG_06537","monocarboxylic acid transporter"
"6462","CNAG_06538","monocarboxylic acid transporter"
"6463","CNAG_06539","monocarboxylic acid transporter, variant"
"6464","CNAG_06539","monocarboxylic acid transporter"
"6465","CNAG_06540","dihydroxy-acid dehydratase, variant"
"6466","CNAG_06540","dihydroxy-acid dehydratase"
"6467","CNAG_06541","hypothetical protein, variant"
"6468","CNAG_06541","hypothetical protein"
"6469","CNAG_06542","hypothetical protein"
"6470","CNAG_06543","ethanolaminephosphotransferase"
"6471","CNAG_06544","non-histone chromosomal protein 6"
"6472","CNAG_06545","pim1 protein RNA transporter 2"
"6473","CNAG_06546","hypothetical protein, variant 1"
"6474","CNAG_06548","endoplasmic reticulum protein"
"6475","CNAG_06549","mRNA-capping enzyme subunit beta"
"6476","CNAG_06550","nucleoporin family protein"
"6477","CNAG_06551","carnitine O-acetyltransferase"
"6478","CNAG_06552","CAMK/CAMKL/AMPK protein kinase"
"6479","CNAG_06553","hypothetical protein"
"6480","CNAG_06554","FAD dependent oxidoreductase"
"6481","CNAG_06555","aromatic amino acid aminotransferase I"
"6482","CNAG_06556","oxidoreductase"
"6483","CNAG_06557","membrane protein"
"6484","CNAG_06558","NADPH-ferrihemoprotein reductase"
"6485","CNAG_06559","cysteine and glycine-rich protein"
"6486","CNAG_06560","esterase"
"6487","CNAG_06561","allantoate transporter"
"6488","CNAG_06562","hypothetical protein"
"6489","CNAG_06563","translation initiation factor 3 subunit F"
"6490","CNAG_06564","clathrin-coated vesicle protein"
"6491","CNAG_06565","hypothetical protein"
"6492","CNAG_06566","hypothetical protein"
"6493","CNAG_06567","hypothetical protein"
"6494","CNAG_06568","RAN protein kinase"
"6495","CNAG_06569","membrane transporter"
"6496","CNAG_06570","hypothetical protein"
"6497","CNAG_06573","hypothetical protein"
"6498","CNAG_06574","antiphagocytic protein 1"
"6499","CNAG_06576","allergen"
"6500","CNAG_06577","hypothetical protein"
"6501","CNAG_06578","hypothetical protein"
"6502","CNAG_06583","hypothetical protein"
"6503","CNAG_06584","hypothetical protein"
"6504","CNAG_06585","pre-mRNA-splicing helicase BRR2"
"6505","CNAG_06587","cytoplasmic protein"
"6506","CNAG_06588","hypothetical protein"
"6507","CNAG_06588","hypothetical protein, variant"
"6508","CNAG_06589","endoribonuclease L-PSP"
"6509","CNAG_06590","hypothetical protein, variant"
"6510","CNAG_06590","hypothetical protein"
"6511","CNAG_06591","hypothetical protein"
"6512","CNAG_06592","ubiquitin-conjugating enzyme E2 G1"
"6513","CNAG_06593","rhamnogalacturonan lyase"
"6514","CNAG_06594","oxysterol binding protein"
"6515","CNAG_06595","hypothetical protein"
"6516","CNAG_06596","hypothetical protein"
"6517","CNAG_06597","transcriptional activator SPT8"
"6518","CNAG_06598","hypothetical protein, variant"
"6519","CNAG_06598","hypothetical protein"
"6520","CNAG_06599","hypothetical protein"
"6521","CNAG_06600","vesicle-fusing ATPase"
"6522","CNAG_06601","amidohydrolase"
"6523","CNAG_06602","cysteine-type peptidase"
"6524","CNAG_06603","di- and tripeptidase"
"6525","CNAG_06604","hypothetical protein"
"6526","CNAG_06605","small subunit ribosomal protein S2"
"6527","CNAG_06606","rho family protein"
"6528","CNAG_06607","DNA polymerase alpha subunit A"
"6529","CNAG_06608","hypothetical protein"
"6530","CNAG_06609","hypothetical protein"
"6531","CNAG_06610","MFS transporter"
"6532","CNAG_06611","DNA-directed RNA polymerase I subunit RPA2"
"6533","CNAG_06612","hypothetical protein"
"6534","CNAG_06613","endoplasmic reticulum protein"
"6535","CNAG_06614","glycerophosphodiesterase"
"6536","CNAG_06616","hypothetical protein"
"6537","CNAG_06617","hypothetical protein"
"6538","CNAG_06620","mitochondrial Rho GTPase 1"
"6539","CNAG_06621","biotin synthase"
"6540","CNAG_06622","hypothetical protein, variant"
"6541","CNAG_06622","hypothetical protein"
"6542","CNAG_06623","inositol oxygenase"
"6543","CNAG_06624","hypothetical protein"
"6544","CNAG_06625","UBX domain-containing protein 1"
"6545","CNAG_06626","pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43"
"6546","CNAG_06627","pre-mRNA-processing factor 40"
"6547","CNAG_06628","aldehyde dehydrogenase (NAD)"
